run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.class_0_f1,metrics.cv_mean,metrics.true_positives,metrics.false_positives,metrics.accuracy,metrics.class_1_recall,metrics.class_1_support,metrics.class_0_precision,metrics.class_0_recall,metrics.false_negatives,metrics.class_1_precision,metrics.class_0_support,metrics.true_negatives,metrics.class_1_f1,metrics.cv_std,metrics.training_time,params.n_neighbors,params.algorithm,params.weights,params.metric,tags.mlflow.log-model.history,tags.mlflow.user,tags.mlflow.source.type,tags.ram_gb,tags.os_name,tags.os_version,tags.processor,tags.python_version,tags.mlflow.source.git.commit,tags.mlflow.source.name,tags.cpu_count,tags.mlflow.runName,tags.runtime
d0ea3574a56347599472eaf48558172e,1,FINISHED,/home/toobatech/fazli/MLFlow_Nexus/mlruns/1/d0ea3574a56347599472eaf48558172e/artifacts,2025-01-06 08:55:31.119000+00:00,2025-01-06 08:55:32.909000+00:00,0.7741935483870968,0.7105442176870749,23.0,5.0,0.7704918032786885,0.71875,32.0,0.7272727272727273,0.8275862068965517,9.0,0.8214285714285714,29.0,24.0,0.7666666666666666,0.046039773994730505,0.006863594055175781,9,auto,distance,chebyshev,"[{""run_id"": ""d0ea3574a56347599472eaf48558172e"", ""artifact_path"": ""model"", ""utc_time_created"": ""2025-01-06 08:55:31.746472"", ""model_uuid"": ""84796ad0e8ad4fc995f48bca9a8ac2cc"", ""flavors"": {""python_function"": {""model_path"": ""model.pkl"", ""predict_fn"": ""predict"", ""loader_module"": ""mlflow.sklearn"", ""python_version"": ""3.8.10"", ""env"": {""conda"": ""conda.yaml"", ""virtualenv"": ""python_env.yaml""}}, ""sklearn"": {""pickled_model"": ""model.pkl"", ""sklearn_version"": ""1.3.2"", ""serialization_format"": ""cloudpickle"", ""code"": null}}}]",toobatech,LOCAL,15.48,Linux,#137~20.04.1-Ubuntu SMP Fri Nov 15 14:46:54 UTC 2024,x86_64,3.8.10,d9ed732d0639f400c2d3abd51302c07ed8422d4d,model.py,6,worried-auk-362,2025-01-06 12:25:31
c312c555cd1747a79d8318eb0484e10f,1,FINISHED,/home/toobatech/fazli/MLFlow_Nexus/mlruns/1/c312c555cd1747a79d8318eb0484e10f/artifacts,2025-01-06 08:54:53.911000+00:00,2025-01-06 08:54:55.415000+00:00,0.847457627118644,0.8221088435374149,27.0,4.0,0.8524590163934426,0.84375,32.0,0.8333333333333334,0.8620689655172413,5.0,0.8709677419354839,29.0,25.0,0.8571428571428571,0.039398012187659065,0.0068662166595458984,7,ball_tree,uniform,manhattan,"[{""run_id"": ""c312c555cd1747a79d8318eb0484e10f"", ""artifact_path"": ""model"", ""utc_time_created"": ""2025-01-06 08:54:54.278016"", ""model_uuid"": ""9b85968119eb40d48a42be4fd756b160"", ""flavors"": {""python_function"": {""model_path"": ""model.pkl"", ""predict_fn"": ""predict"", ""loader_module"": ""mlflow.sklearn"", ""python_version"": ""3.8.10"", ""env"": {""conda"": ""conda.yaml"", ""virtualenv"": ""python_env.yaml""}}, ""sklearn"": {""pickled_model"": ""model.pkl"", ""sklearn_version"": ""1.3.2"", ""serialization_format"": ""cloudpickle"", ""code"": null}}}]",toobatech,LOCAL,15.48,Linux,#137~20.04.1-Ubuntu SMP Fri Nov 15 14:46:54 UTC 2024,x86_64,3.8.10,d9ed732d0639f400c2d3abd51302c07ed8422d4d,model.py,6,nebulous-eel-637,2025-01-06 12:24:53
7ede95a68a20413b94bd4a7f2c59ae1d,1,FINISHED,/home/toobatech/fazli/MLFlow_Nexus/mlruns/1/7ede95a68a20413b94bd4a7f2c59ae1d/artifacts,2025-01-06 08:53:53.369000+00:00,2025-01-06 08:53:55.364000+00:00,0.847457627118644,0.8221088435374149,27.0,4.0,0.8524590163934426,0.84375,32.0,0.8333333333333334,0.8620689655172413,5.0,0.8709677419354839,29.0,25.0,0.8571428571428571,0.039398012187659065,0.004224300384521484,7,auto,uniform,manhattan,"[{""run_id"": ""7ede95a68a20413b94bd4a7f2c59ae1d"", ""artifact_path"": ""model"", ""utc_time_created"": ""2025-01-06 08:53:53.956350"", ""model_uuid"": ""8eac84a9cfbd44ebb3e35936d5e87d26"", ""flavors"": {""python_function"": {""model_path"": ""model.pkl"", ""predict_fn"": ""predict"", ""loader_module"": ""mlflow.sklearn"", ""python_version"": ""3.8.10"", ""env"": {""conda"": ""conda.yaml"", ""virtualenv"": ""python_env.yaml""}}, ""sklearn"": {""pickled_model"": ""model.pkl"", ""sklearn_version"": ""1.3.2"", ""serialization_format"": ""cloudpickle"", ""code"": null}}}]",toobatech,LOCAL,15.48,Linux,#137~20.04.1-Ubuntu SMP Fri Nov 15 14:46:54 UTC 2024,x86_64,3.8.10,d9ed732d0639f400c2d3abd51302c07ed8422d4d,model.py,6,languid-mule-94,2025-01-06 12:23:53
47f30ce7d807414795e6144ef49d9655,1,FINISHED,/home/toobatech/fazli/MLFlow_Nexus/mlruns/1/47f30ce7d807414795e6144ef49d9655/artifacts,2025-01-06 08:38:18.844000+00:00,2025-01-06 08:38:20.638000+00:00,0.9,0.8016156462585033,28.0,2.0,0.9016393442622951,0.875,32.0,0.8709677419354839,0.9310344827586207,4.0,0.9333333333333333,29.0,27.0,0.9032258064516129,0.033356319299447885,0.0037772655487060547,7,auto,distance,euclidean,"[{""run_id"": ""47f30ce7d807414795e6144ef49d9655"", ""artifact_path"": ""model"", ""utc_time_created"": ""2025-01-06 08:38:19.407888"", ""model_uuid"": ""73e8b7e8bf3e4f6ea853d5256459c0a5"", ""flavors"": {""python_function"": {""model_path"": ""model.pkl"", ""predict_fn"": ""predict"", ""loader_module"": ""mlflow.sklearn"", ""python_version"": ""3.8.10"", ""env"": {""conda"": ""conda.yaml"", ""virtualenv"": ""python_env.yaml""}}, ""sklearn"": {""pickled_model"": ""model.pkl"", ""sklearn_version"": ""1.3.2"", ""serialization_format"": ""cloudpickle"", ""code"": null}}}]",toobatech,LOCAL,15.48,Linux,#137~20.04.1-Ubuntu SMP Fri Nov 15 14:46:54 UTC 2024,x86_64,3.8.10,d9ed732d0639f400c2d3abd51302c07ed8422d4d,model.py,6,unique-owl-925,2025-01-06 12:08:18
031895e3b4a7479f8e4ff1ebf4e6478d,1,FINISHED,/home/toobatech/fazli/MLFlow_Nexus/mlruns/1/031895e3b4a7479f8e4ff1ebf4e6478d/artifacts,2025-01-06 08:37:07.074000+00:00,2025-01-06 08:37:08.914000+00:00,0.9152542372881356,0.80578231292517,29.0,2.0,0.9180327868852459,0.90625,32.0,0.9,0.9310344827586207,3.0,0.9354838709677419,29.0,27.0,0.9206349206349206,0.033153888435383534,0.0066416263580322266,7,auto,uniform,euclidean,"[{""run_id"": ""031895e3b4a7479f8e4ff1ebf4e6478d"", ""artifact_path"": ""model"", ""utc_time_created"": ""2025-01-06 08:37:07.659565"", ""model_uuid"": ""a526b672db354fc4bbfe58e8e08d748e"", ""flavors"": {""python_function"": {""model_path"": ""model.pkl"", ""predict_fn"": ""predict"", ""loader_module"": ""mlflow.sklearn"", ""python_version"": ""3.8.10"", ""env"": {""conda"": ""conda.yaml"", ""virtualenv"": ""python_env.yaml""}}, ""sklearn"": {""pickled_model"": ""model.pkl"", ""sklearn_version"": ""1.3.2"", ""serialization_format"": ""cloudpickle"", ""code"": null}}}]",toobatech,LOCAL,15.48,Linux,#137~20.04.1-Ubuntu SMP Fri Nov 15 14:46:54 UTC 2024,x86_64,3.8.10,d9ed732d0639f400c2d3abd51302c07ed8422d4d,model.py,6,nimble-fowl-797,2025-01-06 12:07:07
5082fe6378c64530a873829d6357935b,1,FINISHED,/home/toobatech/fazli/MLFlow_Nexus/mlruns/1/5082fe6378c64530a873829d6357935b/artifacts,2025-01-06 08:36:06.187000+00:00,2025-01-06 08:36:07.828000+00:00,0.9,0.8058673469387756,28.0,2.0,0.9016393442622951,0.875,32.0,0.8709677419354839,0.9310344827586207,4.0,0.9333333333333333,29.0,27.0,0.9032258064516129,0.044132243454248495,0.006741523742675781,5,auto,distance,euclidean,"[{""run_id"": ""5082fe6378c64530a873829d6357935b"", ""artifact_path"": ""model"", ""utc_time_created"": ""2025-01-06 08:36:06.614402"", ""model_uuid"": ""a1606247af444d508b872665355f3a50"", ""flavors"": {""python_function"": {""model_path"": ""model.pkl"", ""predict_fn"": ""predict"", ""loader_module"": ""mlflow.sklearn"", ""python_version"": ""3.8.10"", ""env"": {""conda"": ""conda.yaml"", ""virtualenv"": ""python_env.yaml""}}, ""sklearn"": {""pickled_model"": ""model.pkl"", ""sklearn_version"": ""1.3.2"", ""serialization_format"": ""cloudpickle"", ""code"": null}}}]",toobatech,LOCAL,15.48,Linux,#137~20.04.1-Ubuntu SMP Fri Nov 15 14:46:54 UTC 2024,x86_64,3.8.10,d9ed732d0639f400c2d3abd51302c07ed8422d4d,model.py,6,melodic-lamb-28,2025-01-06 12:06:06
8014a85ac0ba45a4a14fa2d647d0242e,1,FINISHED,/home/toobatech/fazli/MLFlow_Nexus/mlruns/1/8014a85ac0ba45a4a14fa2d647d0242e/artifacts,2025-01-06 08:34:47.562000+00:00,2025-01-06 08:34:49.295000+00:00,0.8275862068965517,0.8384353741496599,27.0,5.0,0.8360655737704918,0.84375,32.0,0.8275862068965517,0.8275862068965517,5.0,0.84375,29.0,24.0,0.84375,0.045479287720353985,0.006670475006103516,5,auto,uniform,manhattan,"[{""run_id"": ""8014a85ac0ba45a4a14fa2d647d0242e"", ""artifact_path"": ""model"", ""utc_time_created"": ""2025-01-06 08:34:48.125327"", ""model_uuid"": ""02b59994b797492497ca57d340f0e576"", ""flavors"": {""python_function"": {""model_path"": ""model.pkl"", ""predict_fn"": ""predict"", ""loader_module"": ""mlflow.sklearn"", ""python_version"": ""3.8.10"", ""env"": {""conda"": ""conda.yaml"", ""virtualenv"": ""python_env.yaml""}}, ""sklearn"": {""pickled_model"": ""model.pkl"", ""sklearn_version"": ""1.3.2"", ""serialization_format"": ""cloudpickle"", ""code"": null}}}]",toobatech,LOCAL,15.48,Linux,#137~20.04.1-Ubuntu SMP Fri Nov 15 14:46:54 UTC 2024,x86_64,3.8.10,d9ed732d0639f400c2d3abd51302c07ed8422d4d,model.py,6,hilarious-shad-330,2025-01-06 12:04:47
6b2fc2e400cb4dd1b2f7a0192e072a76,1,FINISHED,/home/toobatech/fazli/MLFlow_Nexus/mlruns/1/6b2fc2e400cb4dd1b2f7a0192e072a76/artifacts,2025-01-06 08:33:19.722000+00:00,2025-01-06 08:33:21.549000+00:00,0.9152542372881356,0.8058673469387756,29.0,2.0,0.9180327868852459,0.90625,32.0,0.9,0.9310344827586207,3.0,0.9354838709677419,29.0,27.0,0.9206349206349206,0.044132243454248495,0.006895542144775391,5,auto,uniform,euclidean,"[{""run_id"": ""6b2fc2e400cb4dd1b2f7a0192e072a76"", ""artifact_path"": ""model"", ""utc_time_created"": ""2025-01-06 08:33:20.284182"", ""model_uuid"": ""1a1706f059dc4757a727def7d0fb830c"", ""flavors"": {""python_function"": {""model_path"": ""model.pkl"", ""predict_fn"": ""predict"", ""loader_module"": ""mlflow.sklearn"", ""python_version"": ""3.8.10"", ""env"": {""conda"": ""conda.yaml"", ""virtualenv"": ""python_env.yaml""}}, ""sklearn"": {""pickled_model"": ""model.pkl"", ""sklearn_version"": ""1.3.2"", ""serialization_format"": ""cloudpickle"", ""code"": null}}}]",toobatech,LOCAL,15.48,Linux,#137~20.04.1-Ubuntu SMP Fri Nov 15 14:46:54 UTC 2024,x86_64,3.8.10,d9ed732d0639f400c2d3abd51302c07ed8422d4d,model.py,6,unique-trout-514,2025-01-06 12:03:19
0ad1f995142c43b5b66f26d7c6526208,1,FINISHED,/home/toobatech/fazli/MLFlow_Nexus/mlruns/1/0ad1f995142c43b5b66f26d7c6526208/artifacts,2025-01-06 08:32:26.249000+00:00,2025-01-06 08:32:28.253000+00:00,0.8387096774193549,0.7974489795918367,25.0,3.0,0.8360655737704918,0.78125,32.0,0.7878787878787878,0.896551724137931,7.0,0.8928571428571429,29.0,26.0,0.8333333333333334,0.009581337429253949,0.0014195442199707031,3,auto,distance,manhattan,"[{""run_id"": ""0ad1f995142c43b5b66f26d7c6526208"", ""artifact_path"": ""model"", ""utc_time_created"": ""2025-01-06 08:32:27.014367"", ""model_uuid"": ""c3843b28b5004f0899d10f8955d63ff0"", ""flavors"": {""python_function"": {""model_path"": ""model.pkl"", ""predict_fn"": ""predict"", ""loader_module"": ""mlflow.sklearn"", ""python_version"": ""3.8.10"", ""env"": {""conda"": ""conda.yaml"", ""virtualenv"": ""python_env.yaml""}}, ""sklearn"": {""pickled_model"": ""model.pkl"", ""sklearn_version"": ""1.3.2"", ""serialization_format"": ""cloudpickle"", ""code"": null}}}]",toobatech,LOCAL,15.48,Linux,#137~20.04.1-Ubuntu SMP Fri Nov 15 14:46:54 UTC 2024,x86_64,3.8.10,d9ed732d0639f400c2d3abd51302c07ed8422d4d,model.py,6,exultant-bird-794,2025-01-06 12:02:26
22e2678713da48bd85aa171e3438e802,1,FINISHED,/home/toobatech/fazli/MLFlow_Nexus/mlruns/1/22e2678713da48bd85aa171e3438e802/artifacts,2025-01-06 08:30:16.839000+00:00,2025-01-06 08:30:18.644000+00:00,0.8709677419354839,0.7974489795918368,26.0,2.0,0.8688524590163934,0.8125,32.0,0.8181818181818182,0.9310344827586207,6.0,0.9285714285714286,29.0,27.0,0.8666666666666666,0.033458047965599855,0.0023033618927001953,3,auto,distance,euclidean,"[{""run_id"": ""22e2678713da48bd85aa171e3438e802"", ""artifact_path"": ""model"", ""utc_time_created"": ""2025-01-06 08:30:17.382763"", ""model_uuid"": ""e595e07a0df046b2b057fd23e61974c8"", ""flavors"": {""python_function"": {""model_path"": ""model.pkl"", ""predict_fn"": ""predict"", ""loader_module"": ""mlflow.sklearn"", ""python_version"": ""3.8.10"", ""env"": {""conda"": ""conda.yaml"", ""virtualenv"": ""python_env.yaml""}}, ""sklearn"": {""pickled_model"": ""model.pkl"", ""sklearn_version"": ""1.3.2"", ""serialization_format"": ""cloudpickle"", ""code"": null}}}]",toobatech,LOCAL,15.48,Linux,#137~20.04.1-Ubuntu SMP Fri Nov 15 14:46:54 UTC 2024,x86_64,3.8.10,d9ed732d0639f400c2d3abd51302c07ed8422d4d,model.py,6,efficient-sheep-82,2025-01-06 12:00:16
